br_c,cop_c,zon_hlv,zon_mcls
A042171,A04,Z08,Z08015
A042172,A04,Z08,Z08008
A042173,A04,Z08,Z08015
A042174,A04,Z08,Z08015
A042175,A04,Z08,Z08015
A042176,A04,Z08,Z08015
A042177,A04,Z08,Z08008
A042178,A04,Z08,Z08015
A042179,A04,Z08,Z08015
A042180,A04,Z08,Z08015
A042181,A04,Z08,Z08015
A042182,A04,Z08,Z08015
A042183,A04,Z08,Z08015
A042184,A04,Z08,Z08015
A042185,A04,Z08,Z08015
A042186,A04,Z08,Z08015
A042187,A04,Z08,Z08015
A042188,A04,Z08,Z08015
A042189,A04,Z08,Z08015
A042190,A04,Z08,Z08015
A042191,A04,Z08,Z08015
A042192,A04,Z08,Z08015
A042193,A04,Z08,Z08015
A042194,A04,Z08,Z08015
A042195,A04,Z08,Z08015
A042196,A04,Z08,Z08015
A042197,A04,Z08,Z08015
A042198,A04,Z08,Z08015
A042199,A04,Z08,Z08015
A042200,A04,Z08,Z08015
A042201,A04,Z08,Z08015
A042202,A04,Z08,Z08007
A042203,A04,Z08,Z08007
A042204,A04,Z08,Z08007
A042205,A04,Z08,Z08007
A042206,A04,Z08,Z08007
A042207,A04,Z08,Z08011
A042208,A04,Z08,Z08011
A042209,A04,Z08,Z08011
A042210,A04,Z08,Z08010
A042211,A04,Z08,Z08011
A042212,A04,Z08,Z08011
A042213,A04,Z08,Z08011
A042214,A04,Z08,Z08010
A042215,A04,Z08,Z08010
A042216,A04,Z08,Z08011
A042217,A04,Z08,Z08011
A042218,A04,Z08,Z08011
A042219,A04,Z08,Z08011
A042220,A04,Z08,Z08011
A042221,A04,Z08,Z08011
A042222,A04,Z08,Z08011
A042223,A04,Z08,Z08011
A042224,A04,Z08,Z08011
A042225,A04,Z08,Z08011
A042226,A04,Z08,Z08011
A042227,A04,Z08,Z08011
A042228,A04,Z08,Z08011
A042229,A04,Z08,Z08011
A042230,A04,Z08,Z08011
A042231,A04,Z08,Z08011
A042232,A04,Z08,Z08011
A042233,A04,Z02,Z02001
A042234,A04,Z02,Z02001
A042235,A04,Z02,Z02001
A042236,A04,Z02,Z02001
A042237,A04,Z02,Z02001
A042238,A04,Z02,Z02001
A042239,A04,Z02,Z02001
A042240,A04,Z02,Z02001
A042241,A04,Z02,Z02001
A042242,A04,Z02,Z02001
A042243,A04,Z02,Z02001
A042244,A04,Z02,Z02001
A042245,A04,Z02,Z02001
A042246,A04,Z02,Z02001
A042247,A04,Z02,Z02001
A042248,A04,Z02,Z02001
A042249,A04,Z15,Z15004
A042250,A04,Z15,Z15004
A042251,A04,Z15,Z15004
A042252,A04,Z15,Z15004
A042253,A04,Z08,Z08012
A042254,A04,Z08,Z08012
A042255,A04,Z08,Z08012
A042256,A04,Z08,Z08012
A042257,A04,Z08,Z08012
A042258,A04,Z08,Z08012
A042259,A04,Z08,Z08012
A042260,A04,Z15,Z15004
A042261,A04,Z15,Z15004
A042262,A04,Z15,Z15004
A042263,A04,Z15,Z15004
A042264,A04,Z15,Z15004
A042265,A04,Z15,Z15004
A042266,A04,Z15,Z15004
A042267,A04,Z15,Z15004
A042268,A04,Z08,Z08006
A042269,A04,Z08,Z08006
A042270,A04,Z15,Z15001
A042271,A04,Z08,Z08006
A042272,A04,Z08,Z08005
A042273,A04,Z08,Z08006
A042274,A04,Z08,Z08006
A042275,A04,Z08,Z08006
A042276,A04,Z08,Z08006
A042277,A04,Z08,Z08006
A042278,A04,Z08,Z08006
A042279,A04,Z08,Z08006
A042280,A04,Z08,Z08006
A042281,A04,Z08,Z08006
A042282,A04,Z08,Z08006
A042283,A04,Z08,Z08006
A042284,A04,Z15,Z15001
A042285,A04,Z15,Z15002
A042286,A04,Z15,Z15002
A042287,A04,Z15,Z15002
A042288,A04,Z15,Z15002
A042289,A04,Z15,Z15005
A042290,A04,Z15,Z15005
A042291,A04,Z15,Z15005
A042292,A04,Z15,Z15005
A042293,A04,Z15,Z15005
A042294,A04,Z08,Z08018
A042295,A04,Z08,Z08018
A042296,A04,Z15,Z15005
A042297,A04,Z08,Z08018
A042298,A04,Z15,Z15003
A042299,A04,Z15,Z15003
A042300,A04,Z15,Z15003
A042301,A04,Z15,Z15003
A042302,A04,Z15,Z15003
A042303,A04,Z15,Z15003
A042304,A04,Z15,Z15003
A042305,A04,Z15,Z15003
A042306,A04,Z08,Z08007
A042307,A04,Z08,Z08007
A042308,A04,Z08,Z08007
A042309,A04,Z08,Z08007
A042310,A04,Z08,Z08007
A042311,A04,Z08,Z08007
A042312,A04,Z08,Z08007
A042313,A04,Z08,Z08007
A042314,A04,Z08,Z08007
A042315,A04,Z08,Z08007
A042316,A04,Z08,Z08007
A042317,A04,Z08,Z08007
A042318,A04,Z08,Z08009
A042319,A04,Z08,Z08009
A042320,A04,Z08,Z08009
A042321,A04,Z08,Z08009
A042322,A04,Z08,Z08009
A042323,A04,Z08,Z08009
A042324,A04,Z08,Z08009
A042325,A04,Z08,Z08009
A042326,A04,Z08,Z08009
A042327,A04,Z08,Z08009
A042328,A04,Z08,Z08009
A042329,A04,Z08,Z08009
A042330,A04,Z08,Z08009
A042331,A04,Z08,Z08009
A042332,A04,Z08,Z08017
A042333,A04,Z08,Z08017
A042334,A04,Z08,Z08017
A042335,A04,Z08,Z08017
A042336,A04,Z08,Z08017
A042337,A04,Z09,Z09011
A042338,A04,Z09,Z09011
A042339,A04,Z09,Z09011
A042340,A04,Z09,Z09011
A042341,A04,Z09,Z09011
A042342,A04,Z09,Z09011
A042343,A04,Z09,Z09011
A042344,A04,Z09,Z09011
A042345,A04,Z09,Z09011
A042346,A04,Z09,Z09011
A042347,A04,Z09,Z09011
A042348,A04,Z09,Z09011
A042349,A04,Z09,Z09011
A042350,A04,Z09,Z09011
A042351,A04,Z09,Z09011
A042352,A04,Z09,Z09014
A042353,A04,Z09,Z09014
A042354,A04,Z09,Z09014
A042355,A04,Z09,Z09014
A042356,A04,Z09,Z09014
A042357,A04,Z09,Z09014
A042358,A04,Z09,Z09014
A042359,A04,Z09,Z09014
A042360,A04,Z09,Z09014
A042361,A04,Z12,Z12005
A042362,A04,Z09,Z09014
A042363,A04,Z09,Z09014
A042364,A04,Z09,Z09014
A042365,A04,Z09,Z09014
A042366,A04,Z09,Z09014
A042367,A04,Z09,Z09014
A042368,A04,Z09,Z09014
A042369,A04,Z09,Z09014
A042370,A04,Z09,Z09014
A042371,A04,Z09,Z09014
A042372,A04,Z09,Z09014
A042373,A04,Z09,Z09014
A042374,A04,Z09,Z09014
A042375,A04,Z09,Z09014
A042376,A04,Z09,Z09012
A042377,A04,Z09,Z09012
A042378,A04,Z09,Z09012
A042379,A04,Z09,Z09012
A042380,A04,Z09,Z09012
A042381,A04,Z09,Z09012
A042382,A04,Z09,Z09012
A042383,A04,Z09,Z09012
A042384,A04,Z09,Z09012
A042385,A04,Z09,Z09013
A042386,A04,Z09,Z09013
A042387,A04,Z09,Z09013
A042388,A04,Z09,Z09013
A042389,A04,Z09,Z09013
A042390,A04,Z09,Z09013
A042391,A04,Z09,Z09013
A042392,A04,Z09,Z09013
A042393,A04,Z09,Z09013
A042394,A04,Z09,Z09013
A042395,A04,Z09,Z09013
A042396,A04,Z09,Z09013
A042397,A04,Z09,Z09013
A042398,A04,Z09,Z09013
A042399,A04,Z09,Z09013
A042400,A04,Z09,Z09010
A042401,A04,Z09,Z09010
A042402,A04,Z12,Z12003
A042403,A04,Z12,Z12003
A042404,A04,Z12,Z12003
A042405,A04,Z09,Z09009
A042406,A04,Z09,Z09009
A042407,A04,Z09,Z09009
A042408,A04,Z09,Z09009
A042409,A04,Z09,Z09009
A042410,A04,Z09,Z09009
A042411,A04,Z09,Z09009
A042412,A04,Z09,Z09009
A042413,A04,Z09,Z09009
A042414,A04,Z09,Z09009
A042415,A04,Z09,Z09009
A042416,A04,Z09,Z09009
A042417,A04,Z09,Z09009
A042418,A04,Z12,Z12002
A042419,A04,Z12,Z12002
A042420,A04,Z09,Z09001
A042421,A04,Z12,Z12007
A042422,A04,Z09,Z09008
A042423,A04,Z09,Z09008
A042424,A04,Z12,Z12022
A042425,A04,Z09,Z09006
A042426,A04,Z09,Z09006
A042427,A04,Z09,Z09006
A042428,A04,Z09,Z09006
A042429,A04,Z09,Z09006
A042430,A04,Z09,Z09006
A042431,A04,Z09,Z09006
A042432,A04,Z09,Z09006
A042433,A04,Z09,Z09006
A042434,A04,Z09,Z09006
A042435,A04,Z09,Z09006
A042436,A04,Z09,Z09006
A042437,A04,Z09,Z09006
A042438,A04,Z09,Z09006
A042439,A04,Z09,Z09006
A042440,A04,Z09,Z09006
A042441,A04,Z09,Z09006
A042442,A04,Z09,Z09006
A042443,A04,Z12,Z12024
A042444,A04,Z12,Z12024
A042445,A04,Z12,Z12024
A042446,A04,Z09,Z09005
A042447,A04,Z09,Z09005
A042448,A04,Z12,Z12015
A042449,A04,Z12,Z12015
A042450,A04,Z12,Z12015
A042451,A04,Z09,Z09003
A042452,A04,Z09,Z09003
A042453,A04,Z12,Z12015
A042454,A04,Z12,Z12015
A042455,A04,Z12,Z12015
A042456,A04,Z12,Z12014
A042457,A04,Z12,Z12014
A042458,A04,Z12,Z12014
A042459,A04,Z12,Z12014
A042460,A04,Z12,Z12014
A042461,A04,Z09,Z09015
A042462,A04,Z09,Z09015
A042463,A04,Z09,Z09015
A042464,A04,Z09,Z09015
A042465,A04,Z09,Z09015
A042466,A04,Z09,Z09015
A042467,A04,Z09,Z09015
A042468,A04,Z09,Z09015
A042469,A04,Z09,Z09015
A042470,A04,Z09,Z09015
A042471,A04,Z09,Z09015
A042472,A04,Z09,Z09015
A042473,A04,Z09,Z09015
A042474,A04,Z09,Z09015
A042475,A04,Z09,Z09015
A042476,A04,Z09,Z09015
A042477,A04,Z09,Z09015
A042478,A04,Z09,Z09015
A042479,A04,Z12,Z12017
A042480,A04,Z12,Z12017
A042481,A04,Z12,Z12017
A042482,A04,Z12,Z12017
A042483,A04,Z12,Z12017
A042484,A04,Z12,Z12017
A042485,A04,Z12,Z12017
A042486,A04,Z12,Z12016
A042487,A04,Z12,Z12016
A042488,A04,Z12,Z12016
A042489,A04,Z12,Z12016
A042490,A04,Z12,Z12016
A042491,A04,Z12,Z12016
A042492,A04,Z12,Z12006
A042493,A04,Z12,Z12006
A042494,A04,Z09,Z09007
A042495,A04,Z09,Z09007
A042496,A04,Z09,Z09007
A042497,A04,Z09,Z09007
A042498,A04,Z09,Z09007
A042499,A04,Z09,Z09007
A042500,A04,Z09,Z09007
A042501,A04,Z09,Z09007
A042502,A04,Z09,Z09007
A042503,A04,Z09,Z09007
A042504,A04,Z09,Z09007
A042505,A04,Z09,Z09007
A042506,A04,Z12,Z12019
A042507,A04,Z12,Z12019
A042508,A04,Z12,Z12019
A042509,A04,Z12,Z12019
A042510,A04,Z12,Z12019
A042511,A04,Z12,Z12019
A042512,A04,Z12,Z12019
A042513,A04,Z12,Z12019
A042514,A04,Z12,Z12019
A042515,A04,Z12,Z12021
A042516,A04,Z12,Z12021
A042517,A04,Z12,Z12021
A042518,A04,Z09,Z09002
A042519,A04,Z09,Z09002
A042520,A04,Z09,Z09002
A042521,A04,Z12,Z12013
A042522,A04,Z12,Z12013
A042523,A04,Z12,Z12013
A042524,A04,Z12,Z12013
A042525,A04,Z12,Z12013
A042526,A04,Z12,Z12013
A042527,A04,Z12,Z12013
A042528,A04,Z04,Z04011
A042529,A04,Z04,Z04011
A042530,A04,Z04,Z04011
A042531,A04,Z04,Z04011
A042532,A04,Z04,Z04011
A042533,A04,Z04,Z04011
A042534,A04,Z04,Z04011
A042535,A04,Z04,Z04011
A042536,A04,Z04,Z04011
A042537,A04,Z12,Z12001
A042538,A04,Z04,Z04011
A042539,A04,Z04,Z04011
A042540,A04,Z04,Z04011
A042541,A04,Z04,Z04011
A042542,A04,Z04,Z04011
A042543,A04,Z04,Z04011
A042544,A04,Z04,Z04011
A042545,A04,Z04,Z04011
A042546,A04,Z04,Z04011
A042547,A04,Z04,Z04011
A042548,A04,Z04,Z04005
A042549,A04,Z04,Z04005
A042550,A04,Z12,Z12018
A042551,A04,Z12,Z12018
A042552,A04,Z12,Z12018
A042553,A04,Z04,Z04005
A042554,A04,Z04,Z04003
A042555,A04,Z04,Z04003
A042556,A04,Z04,Z04003
A042557,A04,Z04,Z04003
A042558,A04,Z04,Z04003
A042559,A04,Z04,Z04003
A042560,A04,Z04,Z04003
A042561,A04,Z04,Z04003
A042562,A04,Z04,Z04003
A042563,A04,Z04,Z04003
A042564,A04,Z04,Z04003
A042565,A04,Z04,Z04003
A042566,A04,Z04,Z04003
A042567,A04,Z04,Z04003
A042568,A04,Z04,Z04003
A042569,A04,Z04,Z04003
A042570,A04,Z04,Z04003
A042571,A04,Z04,Z04003
A042572,A04,Z04,Z04007
A042573,A04,Z04,Z04007
A042574,A04,Z04,Z04007
A042575,A04,Z04,Z04007
A042576,A04,Z04,Z04007
A042577,A04,Z04,Z04007
A042578,A04,Z04,Z04007
A042579,A04,Z04,Z04007
A042580,A04,Z04,Z04007
A042581,A04,Z04,Z04007
A042582,A04,Z04,Z04007
A042583,A04,Z04,Z04007
A042584,A04,Z04,Z04007
A042585,A04,Z04,Z04007
A042586,A04,Z04,Z04007
A042587,A04,Z04,Z04007
A042588,A04,Z04,Z04007
A042589,A04,Z04,Z04007
A042590,A04,Z04,Z04007
A042591,A04,Z04,Z04007
A042592,A04,Z04,Z04007
A042593,A04,Z04,Z04007
A042594,A04,Z04,Z04007
A042595,A04,Z04,Z04007
A042596,A04,Z04,Z04007
A042597,A04,Z04,Z04007
A042598,A04,Z04,Z04007
A042599,A04,Z04,Z04007
A042600,A04,Z04,Z04007
A042601,A04,Z04,Z04007
A042602,A04,Z04,Z04007
A042603,A04,Z04,Z04007
A042604,A04,Z04,Z04007
A042605,A04,Z04,Z04007
A042606,A04,Z04,Z04007
A042607,A04,Z04,Z04008
A042608,A04,Z04,Z04008
A042609,A04,Z04,Z04008
A042610,A04,Z04,Z04008
A042611,A04,Z04,Z04008
A042612,A04,Z04,Z04008
A042613,A04,Z04,Z04008
A042614,A04,Z04,Z04008
A042615,A04,Z04,Z04008
A042616,A04,Z04,Z04008
A042617,A04,Z04,Z04008
A042618,A04,Z04,Z04008
A042619,A04,Z04,Z04008
A042620,A04,Z04,Z04008
A042621,A04,Z04,Z04008
A042622,A04,Z04,Z04008
A042623,A04,Z04,Z04008
A042624,A04,Z04,Z04008
A042625,A04,Z04,Z04008
A042626,A04,Z04,Z04008
A042627,A04,Z04,Z04008
A042628,A04,Z04,Z04008
A042629,A04,Z04,Z04008
A042630,A04,Z04,Z04008
A042631,A04,Z04,Z04008
A042632,A04,Z04,Z04008
A042633,A04,Z04,Z04008
A042634,A04,Z04,Z04008
A042635,A04,Z04,Z04008
A042636,A04,Z04,Z04008
A042637,A04,Z04,Z04008
A042638,A04,Z04,Z04008
A042639,A04,Z04,Z04008
A042640,A04,Z04,Z04008
A042641,A04,Z04,Z04008
A042642,A04,Z04,Z04008
A042643,A04,Z04,Z04008
A042644,A04,Z04,Z04008
A042645,A04,Z04,Z04008
A042646,A04,Z04,Z04008
A042647,A04,Z04,Z04004
A042648,A04,Z04,Z04004
A042649,A04,Z04,Z04004
A042650,A04,Z04,Z04004
A042651,A04,Z04,Z04004
A042652,A04,Z04,Z04004
A042653,A04,Z04,Z04004
A042654,A04,Z04,Z04004
A042655,A04,Z04,Z04004
A042656,A04,Z04,Z04004
A042657,A04,Z04,Z04004
A042658,A04,Z04,Z04004
A042659,A04,Z04,Z04004
A042660,A04,Z04,Z04004
A042661,A04,Z04,Z04004
A042662,A04,Z04,Z04004
A042663,A04,Z04,Z04004
A042664,A04,Z04,Z04004
A042665,A04,Z04,Z04004
A042666,A04,Z04,Z04004
A042667,A04,Z04,Z04004
A042668,A04,Z04,Z04004
A042669,A04,Z04,Z04004
A042670,A04,Z04,Z04004
A042671,A04,Z04,Z04004
A042672,A04,Z04,Z04004
A042673,A04,Z04,Z04004
A042674,A04,Z04,Z04004
A042675,A04,Z04,Z04004
A042676,A04,Z04,Z04004
A042677,A04,Z04,Z04004
A042678,A04,Z04,Z04004
A042679,A04,Z04,Z04004
A042680,A04,Z04,Z04004
A042681,A04,Z04,Z04004
A042682,A04,Z04,Z04004
A042683,A04,Z04,Z04004
A042684,A04,Z04,Z04004
A042685,A04,Z04,Z04004
A042686,A04,Z04,Z04009
A042687,A04,Z04,Z04009
A042688,A04,Z04,Z04009
A042689,A04,Z04,Z04009
A042690,A04,Z04,Z04009
A042691,A04,Z04,Z04009
A042692,A04,Z04,Z04009
A042693,A04,Z04,Z04009
A042694,A04,Z04,Z04009
A042695,A04,Z04,Z04009
A042696,A04,Z04,Z04009
A042697,A04,Z04,Z04009
A042698,A04,Z04,Z04009
A042699,A04,Z04,Z04009
A042700,A04,Z04,Z04009
A042701,A04,Z04,Z04009
A042702,A04,Z04,Z04002
A042703,A04,Z04,Z04002
A042704,A04,Z04,Z04002
A042705,A04,Z04,Z04002
A042706,A04,Z04,Z04002
A042707,A04,Z04,Z04002
A042708,A04,Z04,Z04002
A042709,A04,Z04,Z04002
A042710,A04,Z04,Z04002
A042711,A04,Z04,Z04002
A042712,A04,Z04,Z04002
A042713,A04,Z04,Z04002
A042714,A04,Z04,Z04002
A042715,A04,Z04,Z04002
A042716,A04,Z04,Z04002
A042717,A04,Z04,Z04002
A042718,A04,Z04,Z04002
A042719,A04,Z04,Z04002
A042720,A04,Z04,Z04002
A042721,A04,Z04,Z04002
A042722,A04,Z04,Z04002
A042723,A04,Z04,Z04002
A042724,A04,Z04,Z04002
A042725,A04,Z04,Z04010
A042726,A04,Z04,Z04010
A042727,A04,Z14,Z14004
A042728,A04,Z10,Z10003
A042729,A04,Z10,Z10003
A042730,A04,Z10,Z10003
A042731,A04,Z10,Z10003
A042732,A04,Z10,Z10003
A042733,A04,Z10,Z10003
A042734,A04,Z10,Z10003
A042735,A04,Z14,Z14004
A042736,A04,Z10,Z10003
A042737,A04,Z10,Z10003
A042738,A04,Z10,Z10003
A042739,A04,Z10,Z10003
A042740,A04,Z10,Z10003
A042741,A04,Z10,Z10003
A042742,A04,Z10,Z10003
A042743,A04,Z10,Z10003
A042744,A04,Z10,Z10003
A042745,A04,Z10,Z10003
A042746,A04,Z10,Z10003
A042747,A04,Z10,Z10003
A042748,A04,Z10,Z10003
A042749,A04,Z10,Z10003
A042750,A04,Z10,Z10003
A042751,A04,Z10,Z10003
A042752,A04,Z10,Z10003
A042753,A04,Z10,Z10003
A042754,A04,Z14,Z14004
A042755,A04,Z10,Z10004
A042756,A04,Z10,Z10004
A042757,A04,Z10,Z10004
A042758,A04,Z10,Z10003
A042759,A04,Z10,Z10004
A042760,A04,Z10,Z10004
A042761,A04,Z10,Z10004
A042762,A04,Z14,Z14004
A042763,A04,Z10,Z10004
A042764,A04,Z14,Z14004
A042765,A04,Z10,Z10004
A042766,A04,Z10,Z10004
A042767,A04,Z10,Z10004
A042768,A04,Z10,Z10004
A042769,A04,Z10,Z10004
A042770,A04,Z10,Z10004
A042771,A04,Z10,Z10004
A042772,A04,Z10,Z10004
A042773,A04,Z10,Z10004
A042774,A04,Z14,Z14004
A042775,A04,Z10,Z10002
A042776,A04,Z10,Z10002
A042777,A04,Z10,Z10002
A042778,A04,Z10,Z10002
A042779,A04,Z10,Z10002
A042780,A04,Z10,Z10002
A042781,A04,Z10,Z10002
A042782,A04,Z10,Z10002
A042783,A04,Z14,Z14004
A042784,A04,Z10,Z10002
A042785,A04,Z14,Z14004
A042786,A04,Z10,Z10002
A042787,A04,Z10,Z10002
A042788,A04,Z10,Z10002
A042789,A04,Z10,Z10002
A042790,A04,Z14,Z14004
A042791,A04,Z10,Z10002
A042792,A04,Z10,Z10002
A042793,A04,Z10,Z10002
A042794,A04,Z10,Z10002
A042795,A04,Z10,Z10002
A042796,A04,Z10,Z10002
A042797,A04,Z10,Z10002
A042798,A04,Z10,Z10002
A042799,A04,Z10,Z10002
A042800,A04,Z10,Z10043
A042801,A04,Z10,Z10043
A042802,A04,Z10,Z10043
A042803,A04,Z10,Z10043
A042804,A04,Z10,Z10043
A042805,A04,Z10,Z10043
A042806,A04,Z10,Z10043
A042807,A04,Z10,Z10043
A042808,A04,Z10,Z10043
A042809,A04,Z10,Z10043
A042810,A04,Z10,Z10043
A042811,A04,Z10,Z10043
A042812,A04,Z10,Z10043
A042813,A04,Z10,Z10043
A042814,A04,Z10,Z10043
A042815,A04,Z10,Z10043
A042816,A04,Z10,Z10043
A042817,A04,Z10,Z10043
A042818,A04,Z10,Z10043
A042819,A04,Z10,Z10043
A042820,A04,Z10,Z10043
A042821,A04,Z10,Z10043
A042822,A04,Z10,Z10043
A042823,A04,Z10,Z10043
A042824,A04,Z10,Z10043
A042825,A04,Z10,Z10043
A042826,A04,Z14,Z14005
A042827,A04,Z14,Z14005
A042828,A04,Z14,Z14005
A042829,A04,Z14,Z14005
A042830,A04,Z14,Z14005
A042831,A04,Z10,Z10010
A042832,A04,Z14,Z14005
A042833,A04,Z10,Z10010
A042834,A04,Z10,Z10010
A042835,A04,Z10,Z10010
A042836,A04,Z10,Z10010
A042837,A04,Z10,Z10010
A042838,A04,Z10,Z10010
A042839,A04,Z14,Z14005
A042840,A04,Z14,Z14005
A042841,A04,Z14,Z14005
A042842,A04,Z14,Z14005
A042843,A04,Z10,Z10010
A042844,A04,Z10,Z10010
A042845,A04,Z10,Z10010
A042846,A04,Z10,Z10010
A042847,A04,Z10,Z10010
A042848,A04,Z10,Z10010
A042849,A04,Z10,Z10010
A042850,A04,Z10,Z10010
A042851,A04,Z10,Z10010
A042852,A04,Z10,Z10010
A042853,A04,Z10,Z10010
A042854,A04,Z10,Z10010
A042855,A04,Z10,Z10010
A042856,A04,Z10,Z10010
A042857,A04,Z10,Z10010
A042858,A04,Z10,Z10010
A042859,A04,Z10,Z10010
A042860,A04,Z10,Z10010
A042861,A04,Z10,Z10010
A042862,A04,Z10,Z10010
A042863,A04,Z10,Z10010
A042864,A04,Z10,Z10010
A042865,A04,Z04,Z04001
A042866,A04,Z04,Z04001
A042867,A04,Z04,Z04001
A042868,A04,Z04,Z04001
A042869,A04,Z04,Z04001
A042870,A04,Z04,Z04001
A042871,A04,Z04,Z04001
A042872,A04,Z04,Z04001
A042873,A04,Z04,Z04001
A042874,A04,Z04,Z04001
A042875,A04,Z04,Z04001
A042876,A04,Z04,Z04001
A042877,A04,Z14,Z14006
A042878,A04,Z14,Z14006
A042879,A04,Z14,Z14006
A042880,A04,Z14,Z14008
A042881,A04,Z14,Z14008
A042882,A04,Z14,Z14008
A042883,A04,Z10,Z10016
A042884,A04,Z10,Z10016
A042885,A04,Z10,Z10016
A042886,A04,Z10,Z10016
A042887,A04,Z10,Z10016
A042888,A04,Z10,Z10016
A042889,A04,Z10,Z10016
A042890,A04,Z14,Z14007
A042891,A04,Z14,Z14007
A042892,A04,Z14,Z14007
A042893,A04,Z14,Z14007
A042894,A04,Z10,Z10016
A042895,A04,Z10,Z10016
A042896,A04,Z10,Z10016
A042897,A04,Z10,Z10016
A042898,A04,Z10,Z10016
A042899,A04,Z10,Z10016
A042900,A04,Z10,Z10016
A042901,A04,Z10,Z10016
A042902,A04,Z10,Z10016
A042903,A04,Z10,Z10016
A042904,A04,Z10,Z10016
A042905,A04,Z10,Z10016
A042906,A04,Z10,Z10016
A042907,A04,Z10,Z10016
A042908,A04,Z10,Z10016
A042909,A04,Z10,Z10016
A042910,A04,Z10,Z10016
A042911,A04,Z10,Z10016
A042912,A04,Z10,Z10016
A042913,A04,Z10,Z10016
A042914,A04,Z10,Z10016
A042915,A04,Z10,Z10016
A042916,A04,Z14,Z14007
A042917,A04,Z10,Z10015
A042918,A04,Z10,Z10015
A042919,A04,Z14,Z14007
A042920,A04,Z14,Z14007
A042921,A04,Z10,Z10015
A042922,A04,Z10,Z10015
A042923,A04,Z10,Z10015
A042924,A04,Z10,Z10015
A042925,A04,Z10,Z10015
A042926,A04,Z10,Z10015
A042927,A04,Z10,Z10015
A042928,A04,Z10,Z10015
A042929,A04,Z10,Z10015
A042930,A04,Z10,Z10015
A042931,A04,Z10,Z10015
A042932,A04,Z14,Z14007
A042933,A04,Z14,Z14007
A042934,A04,Z10,Z10014
A042935,A04,Z14,Z14007
A042936,A04,Z10,Z10014
A042937,A04,Z10,Z10014
A042938,A04,Z10,Z10014
A042939,A04,Z10,Z10014
A042940,A04,Z10,Z10014
A042941,A04,Z14,Z14007
A042942,A04,Z10,Z10014
A042943,A04,Z10,Z10014
A042944,A04,Z10,Z10014
A042945,A04,Z10,Z10014
A042946,A04,Z10,Z10014
A042947,A04,Z10,Z10014
A042948,A04,Z10,Z10014
A042949,A04,Z10,Z10006
A042950,A04,Z10,Z10006
A042951,A04,Z10,Z10006
A042952,A04,Z10,Z10006
A042953,A04,Z10,Z10006
A042954,A04,Z10,Z10006
A042955,A04,Z10,Z10006
A042956,A04,Z10,Z10006
A042957,A04,Z10,Z10006
A042958,A04,Z10,Z10006
A042959,A04,Z10,Z10006
A042960,A04,Z10,Z10006
A042961,A04,Z10,Z10006
A042962,A04,Z10,Z10006
A042963,A04,Z10,Z10006
A042964,A04,Z10,Z10006
A042965,A04,Z14,Z14001
A042966,A04,Z14,Z14001
A042967,A04,Z14,Z14001
A042968,A04,Z14,Z14001
A042969,A04,Z14,Z14001
A042970,A04,Z10,Z10025
A042971,A04,Z10,Z10025
A042972,A04,Z14,Z14001
A042973,A04,Z10,Z10026
A042974,A04,Z10,Z10025
A042975,A04,Z10,Z10025
A042976,A04,Z14,Z14001
A042977,A04,Z10,Z10025
A042978,A04,Z10,Z10025
A042979,A04,Z10,Z10025
A042980,A04,Z10,Z10026
A042981,A04,Z10,Z10026
A042982,A04,Z10,Z10026
A042983,A04,Z10,Z10025
A042984,A04,Z10,Z10025
A042985,A04,Z10,Z10025
A042986,A04,Z10,Z10025
A042987,A04,Z10,Z10025
A042988,A04,Z10,Z10025
A042989,A04,Z10,Z10025
A042990,A04,Z10,Z10025
A042991,A04,Z10,Z10025
A042992,A04,Z10,Z10025
A042993,A04,Z10,Z10025
A042994,A04,Z10,Z10025
A042995,A04,Z10,Z10025
A042996,A04,Z10,Z10025
A042997,A04,Z10,Z10025
A042998,A04,Z10,Z10025
A042999,A04,Z10,Z10025
A043000,A04,Z10,Z10025
A043001,A04,Z10,Z10025
A043002,A04,Z10,Z10025
A043003,A04,Z14,Z14002
A043004,A04,Z10,Z10026
A043005,A04,Z10,Z10026
A043006,A04,Z10,Z10026
A043007,A04,Z10,Z10026
A043008,A04,Z10,Z10026
A043009,A04,Z10,Z10026
A043010,A04,Z10,Z10026
A043011,A04,Z10,Z10026
A043012,A04,Z10,Z10026
A043013,A04,Z10,Z10026
A043014,A04,Z10,Z10026
A043015,A04,Z10,Z10026
A043016,A04,Z10,Z10026
A043017,A04,Z10,Z10026
A043018,A04,Z10,Z10026
A043019,A04,Z10,Z10026
A043020,A04,Z10,Z10026
A043021,A04,Z10,Z10026
A043022,A04,Z10,Z10026
A043023,A04,Z10,Z10026
A043024,A04,Z10,Z10026
A043025,A04,Z10,Z10026
A043026,A04,Z10,Z10026
A043027,A04,Z10,Z10026
A043028,A04,Z10,Z10026
A043029,A04,Z10,Z10026
A043030,A04,Z10,Z10026
A043031,A04,Z10,Z10026
A043032,A04,Z10,Z10026
A043033,A04,Z14,Z14002
A043034,A04,Z10,Z10005
A043035,A04,Z10,Z10005
A043036,A04,Z10,Z10005
A043037,A04,Z14,Z14002
A043038,A04,Z14,Z14002
A043039,A04,Z14,Z14002
A043040,A04,Z10,Z10005
A043041,A04,Z10,Z10005
A043042,A04,Z10,Z10005
A043043,A04,Z14,Z14002
